Word,Length,Age_Of_Acquisition,LDT
shelter,7,9.21,663.424
sheltering,10,9.21,731.515
shelters,8,9.21,648.71
shelve,6,6.38,771.929
shelved,7,6.38,768.2330000000001
shelves,7,5.5,645.343
shenanigan,10,10.5,1102.917
shenanigans,11,10.5,857.176
shepherd,8,6.67,714.7
shepherds,9,6.67,712.353
sherbet,7,7,754.138
sheriff,7,6,659.4689999999999
sheriffs,8,6,726.226
sherry,6,13.58,832.2
shied,5,5.32,678.8119999999999
shield,6,6.5,586.0649999999999
shielded,8,6.5,719.719
shielding,9,6.5,682.5880000000001
shields,7,6.5,646.677
shies,5,5.32,742.429
shift,5,9.17,566.8389999999999
shifted,7,9.17,632.6469999999999
shiftless,9,12.12,798.971
shifts,6,9.17,591.406
shifty,6,11.68,657.4689999999999
shill,5,11.77,621.444
shilling,8,11.16,933.3
shillings,9,11.16,705.586
shim,4,11.92,901.3
shimmer,7,10,639.2900000000001
shimmering,10,10.05,777.3
shin,4,8.39,795.88
shinbone,8,9.12,884.5
shindig,7,11.29,1082.375
shine,5,5.79,607.515
shines,6,5.79,627.029
shingle,7,8.56,753.3449999999999
shingles,8,9.195,762.8
shining,7,7,641.033
shiny,5,4.32,741.125
ship,4,5.33,558.303
shipboard,9,10.12,765.4669999999999
shipbuilder,11,7.5,890
shipbuilding,12,9.29,840.219
shipload,8,8.68,738.576
shipmate,8,9.42,750.515
shipmates,9,9.42,760.697
shipment,8,9.74,678.176
shipments,9,9.74,804.161
shipped,7,5.33,671.1469999999999
shipper,7,9.94,679.939
shippers,8,9.94,738.333
shipping,8,9.15,664.9409999999999
ships,5,5.33,555.03
shipshape,9,8.69,807.444
shipwreck,9,10.35,667.394
shipwrecked,11,10.35,684.1519999999999
shipwright,10,12.286,932.474
shipyard,8,10.47,775.2730000000001
shipyards,9,10.47,741.129
shire,5,10.92,655.476
shires,6,10.92,875.4209999999999
shirk,5,13,822.0619999999999
shirking,8,13,847.348
shirt,5,3.53,594.529
shirtfront,10,10.41,988.263
shirts,6,3.53,645.1940000000001
shirtsleeve,11,6.47,980.906
shirttail,9,8.89,980.5
shiver,6,7.5,732.226
shivered,8,7.5,760.4639999999999
shivering,9,7.5,760.3549999999999
shivery,7,10.87,903.304
shoal,5,13.07,876.333
shoals,6,13.07,788.4619999999999
shock,5,7.53,578.114
shocker,7,11.58,621.471
shocking,8,7.61,705.5880000000001
shockproof,10,12.26,824.581
shocks,6,7.53,642.438
shockwave,9,11.16,782.879
shod,4,2.6,729.8
shoddy,6,11.61,834.889
shoe,4,2.6,636.818
shoehorn,8,7.89,855.2
shoelace,8,4.16,727.4549999999999
shoelaces,9,4.16,805.656
shoemaker,9,7.58,675.818
shoes,5,2.6,574.5
shoeshine,9,7.05,753.429
shoestring,10,6.21,874.7930000000001
shoestrings,11,6.21,836.2330000000001
shogun,6,11.401,744.333
shone,5,5.79,873.7780000000001
shook,5,5.26,683.536
shoot,5,5.53,593.6669999999999
shooter,7,8,628.0569999999999
shooters,8,8,692.848
shooting,8,5.53,580.333
shop,4,5.78,610.5
shopkeeper,10,8.11,760.1669999999999
shopkeepers,11,8.11,829.828
shoplift,8,8.47,713.758
shoplifter,10,8.74,764.97
shopper,7,6.58,585.8669999999998
shopping,8,4.698,654.882
shops,5,5.78,714.1940000000001
shopworn,8,11.07,1026.167
shore,5,6.925,613.235
shoreline,9,6.83,695.935
shorelines,10,6.83,729.5
shores,6,6.925,682.3639999999999
shorn,5,8.67,754.833
short,5,4.32,587.031
shortage,8,9.89,689.438
shortages,9,9.89,743.677
shortbread,10,8.78,708.6880000000001
shortcake,9,6.79,718.121
shortcoming,11,9.28,831.4
shortcomings,12,9.28,817.3439999999999
shortcut,8,7.22,666.848
shortcuts,9,7.22,653.909
shorten,7,7.33,641.323
shortened,9,7.33,771.333
shortening,10,7.33,682.029
shorter,7,4.32,639.571
shortest,8,4.32,686.1940000000001
shortfall,9,13.28,704.758
shorthand,9,11.11,602.156
shortness,9,8.11,723.2730000000001
shorts,6,3.95,652.71
shortsighted,12,11.26,1024
shortsightedness,16,13,1024.655
shortstop,9,8.24,769.118
shot,4,5.84,554.485
shotgun,7,7.53,664.543
shotguns,8,7.53,645.758
shots,5,5.84,673.818
should,6,8.42,607.906
shoulder,8,4.5,627.548
shouldered,10,4.5,851.2
shouldering,11,4.5,817.379
shoulders,9,4.5,606.353
shout,5,4.72,619.1519999999999
shouted,7,4.72,646.697
shouting,8,4.72,629.406
shouts,6,4.72,632.742
shove,5,6.7,677.531
shoved,6,6.7,647
shovel,6,6.28,669.516
shoveled,8,6.28,745.696
shovels,7,6.28,660.25
shoving,7,6.7,734.133
show,4,6.21,576
showbiz,7,9.05,825.6880000000001
showboat,8,11.72,673.875
showcase,8,9.94,677.091
showdown,8,8.39,638.8389999999999
showed,6,6.21,729.3439999999999
shower,6,4.72,653.4549999999999
showered,8,4.72,676.0880000000001
showerhead,10,8.05,780.8119999999999
showering,9,4.72,645.548
showers,7,4.72,631.4569999999999
showgirl,8,11.72,795.7880000000001
showing,7,6.21,614.2730000000001
showman,7,10.21,734.03
showmanship,11,11.5,876.133
showmen,7,10.21,802.613
shown,5,6.21,590.8569999999999
showpiece,9,12.67,773.727
showplace,9,11.33,626.031
showroom,8,11.22,695.3439999999999
shows,5,6.21,665.758
showy,5,10.26,876.7780000000001
shrank,6,7.06,846.08
shrapnel,8,12.06,872.4669999999999
shred,5,9.28,620.7810000000001
shredder,8,8.78,764.848
shredding,9,9.28,746.7880000000001
shreds,6,9.28,710.172
shrew,5,11.82,682.606
shrewd,6,11.37,740.5619999999999
shrewish,8,13.11,759.053
shriek,6,8.94,787.6880000000001
shrieked,8,8.94,693.7
shrieking,9,8.94,700.9
shrill,6,11.44,735.2330000000001
shrimp,6,7.11,705.206
shrine,6,9.63,660.8059999999999
shrines,7,9.63,786.111
shrink,6,7.06,619
shrinkage,9,10.83,841.333
shrinks,7,7.06,676.548
shrivel,7,9.61,796.759
shriveled,9,9.61,895.3119999999999
shroud,6,11.65,825.963
shrouded,8,11.65,755.963
shrub,5,8.06,744.438
shrubbery,9,8.89,848.9659999999999
shrubs,6,8.06,724.375
shrug,5,7.94,695.393
shrugged,8,7.94,649
shrugs,6,7.94,708.7669999999999
shrunken,8,8.94,883.5
shuck,5,9.76,768.5
shudder,7,10.16,704.72
shuddered,9,10.16,771.885
shuddering,10,10.16,786.4069999999999
shuffle,7,8.95,632.206
shuffleboard,12,10.63,787.207
shuffled,8,8.95,701.515
shuffling,9,8.2,786.576
shun,4,11.33,838.682
shunned,7,11.33,862.848
shunning,8,11.33,765.929
shuns,5,11.33,826.909
shunt,5,13.53,847
shunted,7,13.53,875.722
shush,5,5.753,943.391
shut,4,4.89,649.618
shutdown,8,8.74,638.971
shuts,5,4.89,735.724
shutter,7,7.83,699.1519999999999
shuttered,9,10.11,804.4549999999999
shutters,8,7.83,857.406
shutting,8,4.89,824.727
shuttle,7,8.37,707.531
shuttled,8,8.37,709.3669999999998
shy,3,5.32,628.697
sibilant,8,14.45,805.714
sibling,7,7.58,670.242
sick,4,4.05,565.156
sickbay,7,10.76,817.625
sickbed,7,9.88,795.968
sicken,6,7.74,772.031
sickened,8,7.74,688.419
sickening,9,7.26,666.656
sicker,6,4.05,657.828
sickle,6,11.35,786.429
sickly,6,7.37,630.765
sickness,8,5.53,596.7810000000001
sickroom,8,8.76,797.03
side,4,4.72,665.824
sidearms,8,11.78,934.179
sideboard,9,10.24,754.742
sideboards,10,10.24,728.625
sideburns,9,8.44,733.7880000000001
sidecar,7,9.78,841.6669999999999
sided,5,4.72,614.086
sidekick,8,9.85,724.529
sideline,8,8.32,686.424
sidelines,9,8.32,664.031
sidelong,8,13.81,726.6669999999999
sides,5,4.72,614.4119999999999
sidesaddle,10,9.94,973.29
sideshow,8,10.32,746.1519999999999
sidesplitting,13,11,1133.423
sidestep,8,9.84,796.633
sidestroke,10,9.35,906.839
sideswipe,9,12.5,855.7669999999999
sidetrack,9,11,704.206
sidewalk,8,4.28,638.235
sidewalks,9,4.28,689.3639999999999
sidewinder,10,11.25,986.812
siding,6,9.184,765.2810000000001
siege,5,12.28,683.742
sienna,6,11.44,819.059
siesta,6,11.82,907.19
sieve,5,12.36,778.5559999999999
sift,4,9.6,797.5419999999999
sifted,6,9.6,830.077
sifter,6,11,900.769
sifting,7,9.6,910.435
sigh,4,7.39,613.719
sighed,6,7.39,691.3449999999999
sighing,7,7.39,876.758
sighs,5,7.39,634.3439999999999
sight,5,5.44,556.438
sighted,7,5.44,758.333
sighting,8,9.79,705.968
sightless,9,9.05,741.4119999999999
sights,6,5.44,642.7710000000001
sightsee,8,6.63,899.828
sightseeing,11,11,665.848
sightseer,9,11.42,829
sightseers,10,11.42,712.448
sigma,5,14.36,801.5519999999999
sign,4,4.32,624.485
signal,6,6.67,598.9689999999999
signaled,8,6.67,763.9659999999999
signaling,9,6.67,830.433
signalman,9,8.5,977
signals,7,6.67,664.4689999999999
signature,9,8.83,646.25
signatures,10,8.83,797.031
signed,6,4.32,736.303
signers,7,7.53,800.241
significance,12,10.11,777.968
significant,11,9.89,700.606
signifies,9,11.89,790.2860000000001
signify,7,11.89,707.182
signing,7,4.32,647.172
signor,6,13.33,743.9
signora,7,15.75,967
signpost,8,7.89,916
signposts,9,7.89,875.115
signs,5,4.32,669.871
silence,7,4.6,594.882
silenced,8,4.6,812.03
silencer,8,11.84,779.677
silences,8,4.6,720.9689999999999
silencing,9,4.6,775.484
silent,6,4.42,658.212
silhouette,10,8.9,753.133
silhouetted,11,8.9,933.778
silhouettes,11,8.9,776.871
silica,6,15.86,882.7
silicon,7,12.67,757.903
silicone,8,13.55,801.6800000000001
silk,4,7.39,633.97
silken,6,11.11,782.741
silkworm,8,7.95,692.438
silky,5,9.1,590
sill,4,7.33,775.875
silliest,8,4.17,918.214
silly,5,4.17,664.939
silo,4,9.93,732.1740000000001
silos,5,9.93,756.3119999999999
silt,4,11.75,766.16
silver,6,6.21,629.433
silverfish,10,11.88,774.9119999999999
silversmith,11,11.16,896.4
silverware,10,5.89,765.677
silvery,7,8.5,854.4669999999999
simian,6,14.27,664.091
similar,7,7.33,588.871
similarities,12,8.89,838.3209999999999
similarity,10,8.89,694.909
simile,6,11.68,755.5649999999999
simmer,6,9.65,765.385
simple,6,6.89,599.382
simpler,7,6.89,678.935
simples,7,6.89,735.963
simplest,8,6.89,691.618
simpleton,9,10.88,864.37
simplicities,12,9.89,978.423
simplicity,10,9.89,710.618
simplification,14,12.11,891.8569999999999
simplifies,10,8.53,870.1940000000001
simplify,8,8.53,681.677
simplistic,10,10.72,718
simply,6,7.916,551.353
simulate,8,11.5,721.5519999999999
simulated,9,11.37,836.581
simulation,10,10.53,823.03
simulator,9,10.11,792.5559999999999
simultaneous,12,11.68,890.242
sin,3,6.74,585.5
since,5,6.85,682.343
sincere,7,8.79,700.219
sincerely,9,9.596,715.818
sincerest,9,8.79,948.105
sincerity,9,8.67,730.9409999999999
sine,4,13.69,994.714
sinew,5,12.56,699.7780000000001
sinews,6,12.56,796
sinful,6,8.79,633.5619999999999
sinfulness,10,9.28,982.241
sing,4,3.47,596.6569999999999
singe,5,11.57,815.895
singed,6,11.57,700.72
singer,6,5.06,644.303
singers,7,5.06,651.3119999999999
singing,7,3.47,595.6
single,6,6.68,661.6880000000001
singled,7,6.68,672.394
singleness,10,10.12,873.0319999999999
singles,7,6.68,628.5
sings,5,3.47,619.613
singsong,8,7.67,641.536
singular,8,9.8,779.833
singularity,11,14.55,877.4689999999999
sinister,8,10.75,871.121
sink,4,4.47,541.938
sinkhole,8,11.5,824.643
sinking,7,4.47,674.75
sinless,7,10.26,814.1880000000001
sinned,6,6.74,759.7940000000001
sinner,6,7.35,651.8209999999999
sinners,7,7.35,657.097
sinning,7,6.74,789.5
sins,4,6.74,634.6669999999999
sinus,5,10.05,698.226
sinuses,7,10.05,770.0369999999999
sinusitis,9,14,1083.125
sip,3,4.26,722.4409999999999
siphon,6,11.88,862.882
siphoned,8,11.88,1090.538
sipped,6,4.26,829.24
sipping,7,4.26,820.7330000000001
sir,3,6.37,622.7740000000001
sire,4,10.12,736.7040000000001
sired,5,10.12,887.625
siren,5,7.06,737.0649999999999
sirens,6,7.06,725.375
sirloin,7,11.33,760.394
sirs,4,6.37,807.1740000000001
sis,3,3.68,914.19
sissy,5,7.4,771.419
sister,6,3.68,584.875
sisterhood,10,9.53,754.156
sisters,7,3.68,641.156
sit,3,3.47,550.4689999999999
site,4,8.63,665.879
sites,5,8.63,649.903
sits,4,3.47,738.133
sitter,6,5.68,832.9659999999999
sitters,7,5.68,688.7860000000001
sitting,7,3.47,649.971
situate,7,13.11,839.7780000000001
situated,8,13.11,785.375
situation,9,9.26,682.265
situations,10,9.26,633.1469999999999
six,3,5.252,543.968
sixpence,8,10.5,854.6669999999999
sixteen,7,4.804,642.394
sixth,5,5.359,613.4549999999999
sixties,7,5.742,712.559
sixty,5,5.742,630.414
sizable,7,10.11,715.129
size,4,4.84,534.212
sizeable,8,10.11,758.226
sizes,5,4.84,667.606
sizzle,6,8.16,677.206
sizzled,7,8.16,687.438
sizzling,8,8.16,698.576
skate,5,5.37,581.03
skateboard,10,6.94,689.1880000000001
skateboarder,12,9.84,761.424
skater,6,6.57,779.625
skates,6,5.37,615.0880000000001
skating,7,5.37,673.871
skedaddle,9,7.84,1051.4
skeet,5,12.53,749.7860000000001
skein,5,11.2,744.5
skeletal,8,9.44,817.742
skeleton,8,6.68,657.471
skeletons,9,6.68,734.2940000000001
skeptical,9,10.74,723.8119999999999
skepticism,10,12.47,746.719
skeptics,8,11.17,786.933
sketch,6,9,676.121
sketchbook,10,7.52,717.2730000000001
sketched,8,9,779.879
sketches,8,9,643.697
sketchpad,9,8.84,733.4639999999999
sketchy,7,11.59,762.031
skew,4,10.94,726.333
skewer,6,8.94,871.2900000000001
ski,3,6.68,589.742
skid,4,8.11,687.545
skidded,7,8.11,763.0319999999999
skidding,8,8.11,724.394
skids,5,8.11,798.172
skier,5,8.88,703.727
skies,5,4.17,583
skiing,6,7.89,741.1030000000001
skilful,7,10.06,727.636
skill,5,6.8,609.6
skilled,7,8.68,572.156
skillet,7,8.2,727.4689999999999
skills,6,6.8,582.594
skim,4,8.84,720.071
skimmed,7,8.84,777.742
skimmer,7,10.82,744.8389999999999
skimming,8,8.84,813.129
skimp,5,11.25,809.7080000000001
skimpy,6,10.67,728.606
skin,4,4.48,640.971
skinflint,9,15.06,959.308
skinhead,8,12.56,713.1940000000001
skinless,8,9.8,752.97
skinny,6,5.16,623.9409999999999
skins,5,4.48,580.484
skip,4,4.68,599.909
skipped,7,4.68,560.4409999999999
skipping,8,4.68,642.0609999999999
skips,5,4.68,622.2730000000001
skirmish,8,11.83,788.889
skirmishes,10,11.83,963.455
skirmishing,11,11.83,942.696
skirt,5,5.67,649.8439999999999
skirts,6,5.67,601.4549999999999
skis,4,6.68,809.2
skit,4,9.17,691.545
skits,5,9.17,749.034
skitter,7,10.83,724.091
skittish,8,10,816
skulk,5,13.29,729.5
skull,5,6.33,567.743
skullcap,8,14.06,803.25
skulls,6,6.33,578.8389999999999
skunk,5,5.32,753.138
skunks,6,5.32,791.885
sky,3,4.17,523.03
skydive,7,8.78,647.727
skydiver,8,9.28,696.485
skyhook,7,13.27,844
skylark,7,10.175,813.7740000000001
skylight,8,8.6,621.853
skylights,9,8.6,774.9689999999999
skyline,7,11,633.686
skyrocket,9,8.8,765.742
skyscraper,10,8.26,777.97
skyscrapers,11,8.26,719.697
skywriting,10,9.88,835.138
slab,4,8.53,635.618
slack,5,9.63,577.1519999999999
slacken,7,12.18,800.5219999999999
slacker,7,9.63,619.258
slacking,8,9.63,628.4549999999999
slacks,6,9.63,631.2669999999999
slag,4,11.67,740.9469999999999
slagheap,8,16.4,879.5
slain,5,9.39,703.8439999999999
slake,5,12.33,768.571
slaked,6,12.33,1162.875
slalom,6,13.75,1046.833
slam,4,6.94,616.765
slammed,7,6.94,712.2940000000001
slamming,8,6.94,649.677
slander,7,14,753.8969999999999
slanderer,9,13.78,911.704
slanderous,10,13.36,761.828
slanders,8,14,676.875
slang,5,10.68,627.618
slant,5,7.33,772.4669999999999
slants,6,7.33,731.613
slap,4,4.67,640.882
slapdash,8,12.3,756.231
slaphappy,9,11.6,960.5
slapped,7,4.67,643.606
slapping,8,4.67,683.6
slaps,5,4.67,623.7810000000001
slapstick,9,12.29,841
slash,5,7.47,728.6880000000001
slashed,7,7.47,627.182
slashes,7,7.47,638.484
slashing,8,7.47,652.71
slat,4,11.56,660.111
slate,5,9.25,679.143
slated,6,9.25,688.594
slats,5,11.56,684.7890000000001
slaughter,9,9.56,664.1
slaughtered,11,9.56,722.0609999999999
slaughterhouse,14,10.8,775
slaughtering,12,9.56,803.531
slave,5,7.84,608.25
slaver,6,10.42,775.2760000000001
slavery,7,8.32,714.258
slaves,6,7.84,610.75
slavish,7,13.07,778
slaw,4,8.28,734.4169999999999
slay,4,9.39,684.429
slaying,7,9.39,647.6
sleazy,6,11.85,702.4409999999999
sled,4,4.89,716.935
sledding,8,4.89,724.71
sledge,6,10.06,718.571
sledgehammer,12,9.52,805.759
sleek,5,11.17,637.226
sleep,5,2.79,553.629
sleeper,7,7.33,629.324
sleepers,8,7.33,639.4549999999999
sleeping,8,2.79,626.448
sleepless,9,8.45,720.485
sleeps,6,2.79,602.485
sleepwalk,9,7,675.5880000000001
sleepwalker,11,8.89,650.212
sleepy,6,3.37,577.176
sleepyhead,10,5.06,770.0609999999999
sleet,5,11.72,713.333
sleeve,6,4.94,624.323
sleeveless,10,6.75,863.121
sleeves,7,4.94,668.625
sleigh,6,6,698.031
sleight,7,13.29,766.25
slender,7,10.11,612.429
slept,5,2.79,698.545
sleuth,6,10.82,736.65
sleuthing,9,10.82,1012.812
slew,4,9.802,728.63
slice,5,5.69,661.7940000000001
sliced,6,5.69,616.5
slices,6,5.69,659.258
slick,5,9.3,604.242
slicker,7,9.33,748.848
slickers,8,9.33,707.719
slid,4,4.79,731.375
slide,5,4.79,600.594
slides,6,4.79,627.182
slight,6,10.33,626.933
slighter,8,10.33,678.5
slightest,9,10.33,775.0609999999999
slightly,8,8.119,679.9689999999999
slim,4,7.26,630.097
slime,5,6.78,709.323
slimmer,7,7.26,718.533
slimy,5,6.28,726.2760000000001
sling,5,8.67,742.714
slinger,7,12.53,814.8619999999999
slinging,8,8.67,796.226
slings,6,8.67,771.6880000000001
slingshot,9,6.53,652.824
slink,5,9.37,711.458
slinky,6,7.16,665.379
slip,4,6.17,542.758
slipcover,9,10.37,792.906
slipknot,8,11.05,868.933
slippage,8,11.5,952.5
slipped,7,6.17,634.265
slipper,7,5.26,693.333
slippers,8,5.26,677.212
slippery,8,6.72,655.833
slipping,8,6.17,662.1519999999999
slips,5,6.17,599.3549999999999
slipshod,8,15.64,696.308
slipstream,10,12.64,916.136
slit,4,10.44,725.625
slither,7,8.05,840.161
slits,5,10.44,730.1880000000001
sliver,6,7.11,747.71
slob,4,7.11,682.121
slobber,7,7.67,717.031
slogan,6,10.63,698.156
slogans,7,10.63,752.2730000000001
sloop,5,11.07,723.938
slop,4,7.95,621.148
slope,5,8.67,621.094
slopes,6,8.67,631.1469999999999
sloping,7,10.58,783.393
slopped,7,7.95,648.71
slopping,8,7.95,745.1
sloppy,6,5.89,567.1519999999999
slosh,5,8.59,690.3449999999999
sloshed,7,8.59,732.1
slot,4,6.85,603.031
sloth,5,8.37,674.724
slothful,8,12.53,785.607
slots,5,6.85,704.697
slotted,7,6.85,733.621
slouch,6,9.11,711.4689999999999
slouches,8,9.11,769.323
slough,6,14.651,796.4
slovenly,8,13.44,657.4169999999999
slow,4,4.15,599.765
slowed,6,4.15,653.129
slower,6,4.15,642.4689999999999
slowest,7,4.15,625.129
slowing,7,4.15,659.645
slowly,6,6.318,573.031
slowness,8,8.16,718.559
slowpoke,8,5.45,773.3449999999999
sludge,6,8.8,755.6880000000001
slug,4,6,633.4689999999999
slugged,7,6,757.7780000000001
slugger,7,8.38,682.7810000000001
sluggers,8,8.38,723.6
slugging,8,6,695.576
sluggish,8,9.05,639.4409999999999
slugs,5,6,646.8
sluice,6,14.36,667
sluices,7,14.36,735.5
slum,4,11.9,719.531
slumber,7,8.83,655.677
slumming,8,11.9,776.5559999999999
slump,5,10.58,736.323
slumped,7,10.58,722.125
slums,5,11.9,712.125
slung,5,8.67,802.633
slur,4,10.72,722.875
slurp,5,6.76,688.08
slush,5,6.95,657.133
slushy,6,7.14,661.6790000000001
slut,4,12.67,602.219
sly,3,8.55,665.8059999999999
smack,5,5.94,581.6669999999999
smacked,7,5.94,647.031
smacks,6,5.94,705.5
small,5,3.22,537.938
smaller,7,3.22,609.9119999999999
smallest,8,3.22,592.265
smallish,8,8.16,743.5169999999999
smallness,9,6.47,757.909
smallpox,8,10.71,676.0609999999999
smalltime,9,9.85,794.9669999999999
smart,5,5.5,590.212
smarter,7,5.5,669.03
smash,5,4.65,572.471
smashed,7,4.65,630.1469999999999
smasher,7,9.06,709.818
smear,5,8.84,684.206
smeared,7,8.84,700.433
smell,5,4.22,623.97
smelled,7,4.22,617.625
smelling,8,4.22,667.7880000000001
smells,6,4.22,615.059
smelly,6,4.32,584.886
smelt,5,13.639,724.586
smelts,6,13.639,812.1740000000001
smile,5,3.51,528.242
smiled,6,3.51,651.727
smiles,6,3.51,606.882
smiling,7,3.51,672.059
smirk,5,8,732.406
smite,5,11.5,838.176
smithereens,11,8.07,906.263
smitten,7,11.5,838.4
smock,5,6.26,713.933
smog,4,10.47,715.6
smoke,5,4,609
smoked,6,4,612
smokehouse,10,10.89,686.933
smoker,6,6.19,659.0609999999999
smokers,7,6.19,569.5619999999999
smokes,6,4,663.636
smokescreen,11,10.89,946.871
smokestack,10,8.94,749.9309999999999
smoking,7,6.734,607.324
smoky,5,6.58,696.727
smooch,6,6.74,709.719
smooching,9,6.74,718.5169999999999
smooth,6,5.61,567.3119999999999
smoothbore,10,14.43,801.111
smoothed,8,5.61,749
smoother,8,5.61,731.594
smoothest,9,5.61,844
smoothie,8,8.73,827.71
smoothing,9,5.61,659.758
smoothness,10,7.61,738.394
smorgasbord,11,9.46,954.941
smote,5,11.5,758.5
smother,7,6.63,787.833
smothered,9,6.63,720.968
smothering,10,6.63,807.406
smudge,6,6.11,671.241
smudged,7,6.11,756.0319999999999
smug,4,9.33,708.212
smuggle,7,9.94,669.613
smuggled,8,9.94,716.212
smuggler,8,9.95,660.03
smugglers,9,9.95,740.324
smut,4,12.74,735.4
smutty,6,13.29,890.8569999999999
snack,5,2.78,675.9309999999999
snacks,6,2.78,574.8059999999999
snag,4,9.75,682.6880000000001
snags,5,9.75,740.7740000000001
snail,5,5.79,612.033
snails,6,5.79,654.226
snake,5,5.1,672.03
snakebite,9,6.72,690.1669999999999
snaked,6,5.1,648.6790000000001
snakes,6,5.1,624.7880000000001
snap,4,6.05,598.121
snapdragon,10,10.94,822.5830000000001
snapdragons,11,10.94,1012.462
snapped,7,6.05,631.176
snapper,7,8.39,725.265
snapping,8,6.05,712.656
snappish,8,12.86,862.2669999999999
snappy,6,9.05,603.909
snapshot,8,10,648.714
snapshots,9,10,663.5
snare,5,10.68,683.8389999999999
snared,6,10.68,680.2810000000001
snarl,5,8.75,654.226
snarled,7,8.75,729.75
snarling,8,8.75,795.938
snatch,6,8.18,564.529
snatched,8,8.18,665.7
snatcher,8,9.88,722
snatches,8,8.18,719.656
snatching,9,8.18,717.576
snazzy,6,10.37,770.16
sneak,5,5.83,571.0669999999999
sneaked,7,5.83,636.419
sneaker,7,6.25,657.8389999999999
sneakers,8,6.25,600.8439999999999
sneaking,8,5.83,708.118
sneaks,6,5.83,611.0609999999999
sneaky,6,6.58,655.424
sneer,5,9.2,661
sneered,7,9.2,769.769
sneering,8,9.2,713.4519999999999
sneers,6,9.2,711.645
sneeze,6,4.17,587
sneezed,7,4.17,680.531
sneezing,8,4.17,703.97
snick,5,16.33,831.6669999999999
snicker,7,8.84,660.97
snide,5,10.33,680.682
sniff,5,6.16,711.3119999999999
sniffed,7,6.16,661.429
sniffer,7,8.79,792.038
sniffing,8,6.16,684.7740000000001
sniffle,7,7.22,731.606
snip,4,7.24,700.2
snipe,5,11.5,684.71
sniper,6,11.05,717.531
sniping,7,11.5,831.429
snippet,7,13.2,804.929
snippy,6,10.58,732.3569999999999
snips,5,7.24,676.387
snitch,6,10.56,715.1030000000001
snivel,6,12.33,816.944
snob,4,9.32,687.3639999999999
snobbery,8,10.88,758.769
snobbish,8,9.24,741.7880000000001
snobby,6,9.72,726.8119999999999
snobs,5,9.32,679.7880000000001
snoop,5,8.44,637.8
snooping,8,8.44,697.161
snooty,6,9.06,793.8969999999999
snooze,6,6.84,630.97
snore,5,5.94,646.235
snoring,7,5.94,678.656
snorkel,7,9.11,728.1469999999999
snort,5,7.42,593.1030000000001
snorted,7,7.42,686.3669999999998
snot,4,5.47,667.759
snotty,6,7.22,745.438
snout,5,6.83,701.5619999999999
snow,4,4.11,604.676
snowball,8,4.74,643.353
snowballs,9,4.74,693
snowbound,9,10.76,815.121
snowdrift,9,11.37,780.433
snowed,6,4.11,686.0619999999999
snowfall,8,5.63,753.625
snowflake,9,5.32,639.938
snowflakes,10,5.32,697.7880000000001
snowing,7,4.11,670.242
snowman,7,3.47,669.5669999999999
snows,5,4.11,693.7330000000001
snowshoe,8,7.68,835.765
snowstorm,9,5.89,715.8389999999999
snowy,5,4.83,623.4549999999999
snub,4,12.1,671.69
snubbed,7,12.1,701.5
snubbing,8,12.1,929.483
snuff,5,11.79,689.645
snuffed,7,11.79,745.033
snug,4,6.38,760.143
snuggle,7,5.39,677.4569999999999
snuggled,8,5.39,802.161
so,2,5.145,555.5619999999999
soak,4,6.53,643.219
soaking,7,6.53,602.677
soap,4,3.17,574.0609999999999
soapbox,7,8,801.6
soaps,5,3.17,575.7880000000001
soapstone,9,17.06,860.391
soapy,5,5.72,780.5
soar,4,9.58,627.879
soared,6,9.58,675.656
sob,3,9,666.406
sobbed,6,9,702.2330000000001
sobbing,7,9,663.3119999999999
sober,5,10.84,606.094
sobered,7,10.84,678.481
sobering,8,12.89,793.4549999999999
sobriety,8,13.26,673.9569999999999
sobriquet,9,17.33,839.4
sobs,4,9,645.25
soccer,6,5.89,626.621
sociable,8,9.94,827.2
social,6,10.43,579
socialism,9,13.68,763.484
socialist,9,13.61,690.697
socialistic,11,13.76,810.742
socialite,9,12.56,937.154
socialization,13,12.83,807.742
socialize,9,10.17,716.848
socializes,10,10.17,840.935
societal,8,12.38,768.5
societies,9,8.7,832.676
society,7,8.7,637
socioeconomic,13,16,1133.542
sociological,12,14.33,1065.676
sociologist,11,12.44,930.25
sociologists,12,12.44,886.0319999999999
sociology,9,12.83,771.7860000000001
sock,4,2.94,565.03
socked,6,2.94,694.697
socket,6,8.06,668.824
sockets,7,8.06,736.9659999999999
socks,5,2.94,599.091
sod,3,10.82,759.034
soda,4,4.42,560.6469999999999
sodden,6,15.15,725
sodium,6,9.72,671.606
sodomite,8,13.33,891.6880000000001
sodomy,6,14.95,786.0830000000001
sofa,4,4.5,645.3549999999999
sofas,5,4.5,722.5
soft,4,3.95,593.8119999999999
softball,8,6.42,582.765
soften,6,7.37,645.419
softened,8,7.37,665.645
softener,8,9.44,707.0649999999999
softening,9,7.37,786.129
softens,7,7.37,705.1
softer,6,3.95,688.3639999999999
softest,7,3.95,778.2330000000001
softhearted,11,9.05,868.727
softness,8,4.83,618.656
software,8,12.21,640.419
softwood,8,12.12,753.2810000000001
softy,5,9.47,647.9659999999999
soggy,5,5.9,792.414
soil,4,6.48,586.656
soiled,6,6.48,635.6
soils,5,6.48,639.909
soiree,6,13.41,825.769
